midi_note,string,fret,position_in_tab,genre,artist,song,rating,synthetic
62,3,7,10,rock,Synthetic_rock,Generated_Riff_30,5.0,True
65,3,10,13,rock,Synthetic_rock,Generated_Riff_30,5.0,True
79,5,15,14,rock,Synthetic_rock,Generated_Riff_30,5.0,True
79,5,15,16,rock,Synthetic_rock,Generated_Riff_30,5.0,True
72,3,17,1,rock,Synthetic_rock,Generated_Riff_31,5.0,True
77,4,18,2,rock,Synthetic_rock,Generated_Riff_31,5.0,True
60,4,1,3,rock,Synthetic_rock,Generated_Riff_31,5.0,True
82,5,18,4,rock,Synthetic_rock,Generated_Riff_31,5.0,True
63,1,18,5,rock,Synthetic_rock,Generated_Riff_31,5.0,True
87,5,23,7,rock,Synthetic_rock,Generated_Riff_31,5.0,True
77,5,13,8,rock,Synthetic_rock,Generated_Riff_31,5.0,True
60,3,5,9,rock,Synthetic_rock,Generated_Riff_31,5.0,True
70,5,6,10,rock,Synthetic_rock,Generated_Riff_31,5.0,True
75,5,11,11,rock,Synthetic_rock,Generated_Riff_31,5.0,True
77,5,13,12,rock,Synthetic_rock,Generated_Riff_31,5.0,True
60,4,1,15,rock,Synthetic_rock,Generated_Riff_31,5.0,True
65,5,1,16,rock,Synthetic_rock,Generated_Riff_31,5.0,True
87,5,23,17,rock,Synthetic_rock,Generated_Riff_31,5.0,True
71,5,7,2,rock,Synthetic_rock,Generated_Riff_32,5.0,True
86,5,22,3,rock,Synthetic_rock,Generated_Riff_32,5.0,True
78,4,19,6,rock,Synthetic_rock,Generated_Riff_32,5.0,True
86,5,22,9,rock,Synthetic_rock,Generated_Riff_32,5.0,True
78,4,19,10,rock,Synthetic_rock,Generated_Riff_32,5.0,True
81,5,17,11,rock,Synthetic_rock,Generated_Riff_32,5.0,True
84,5,20,12,rock,Synthetic_rock,Generated_Riff_32,5.0,True
67,4,8,15,rock,Synthetic_rock,Generated_Riff_32,5.0,True
84,5,20,2,rock,Synthetic_rock,Generated_Riff_33,5.0,True
69,5,5,3,rock,Synthetic_rock,Generated_Riff_33,5.0,True
69,5,5,4,rock,Synthetic_rock,Generated_Riff_33,5.0,True
86,5,22,7,rock,Synthetic_rock,Generated_Riff_33,5.0,True
69,3,14,8,rock,Synthetic_rock,Generated_Riff_33,5.0,True
69,4,10,9,rock,Synthetic_rock,Generated_Riff_33,5.0,True
72,3,17,10,rock,Synthetic_rock,Generated_Riff_33,5.0,True
72,4,13,12,rock,Synthetic_rock,Generated_Riff_33,5.0,True
84,5,20,0,rock,Synthetic_rock,Generated_Riff_34,5.0,True
88,5,24,2,rock,Synthetic_rock,Generated_Riff_34,5.0,True
88,5,24,3,rock,Synthetic_rock,Generated_Riff_34,5.0,True
81,5,17,10,rock,Synthetic_rock,Generated_Riff_34,5.0,True
86,5,22,11,rock,Synthetic_rock,Generated_Riff_34,5.0,True
81,5,17,0,rock,Synthetic_rock,Generated_Riff_35,5.0,True
81,5,17,1,rock,Synthetic_rock,Generated_Riff_35,5.0,True
83,5,19,2,rock,Synthetic_rock,Generated_Riff_35,5.0,True
73,3,18,3,rock,Synthetic_rock,Generated_Riff_35,5.0,True
88,5,24,4,rock,Synthetic_rock,Generated_Riff_35,5.0,True
78,4,19,5,rock,Synthetic_rock,Generated_Riff_35,5.0,True
71,3,16,6,rock,Synthetic_rock,Generated_Riff_35,5.0,True
73,5,9,7,rock,Synthetic_rock,Generated_Riff_35,5.0,True
69,4,10,8,rock,Synthetic_rock,Generated_Riff_35,5.0,True
76,5,12,9,rock,Synthetic_rock,Generated_Riff_35,5.0,True
83,5,19,10,rock,Synthetic_rock,Generated_Riff_35,5.0,True
71,5,7,11,rock,Synthetic_rock,Generated_Riff_35,5.0,True
88,5,24,12,rock,Synthetic_rock,Generated_Riff_35,5.0,True
81,5,17,13,rock,Synthetic_rock,Generated_Riff_35,5.0,True
81,5,17,14,rock,Synthetic_rock,Generated_Riff_35,5.0,True
73,4,14,15,rock,Synthetic_rock,Generated_Riff_35,5.0,True
69,4,10,16,rock,Synthetic_rock,Generated_Riff_35,5.0,True
62,2,12,2,rock,Synthetic_rock,Generated_Riff_36,5.0,True
75,5,11,6,rock,Synthetic_rock,Generated_Riff_36,5.0,True
84,5,20,7,rock,Synthetic_rock,Generated_Riff_36,5.0,True
72,5,8,8,rock,Synthetic_rock,Generated_Riff_36,5.0,True
86,5,22,9,rock,Synthetic_rock,Generated_Riff_36,5.0,True
70,5,6,10,rock,Synthetic_rock,Generated_Riff_36,5.0,True
60,3,5,11,rock,Synthetic_rock,Generated_Riff_36,5.0,True
70,5,6,12,rock,Synthetic_rock,Generated_Riff_36,5.0,True
67,5,3,13,rock,Synthetic_rock,Generated_Riff_36,5.0,True
70,5,6,14,rock,Synthetic_rock,Generated_Riff_36,5.0,True
86,5,22,0,rock,Synthetic_rock,Generated_Riff_37,5.0,True
74,5,10,1,rock,Synthetic_rock,Generated_Riff_37,5.0,True
74,5,10,2,rock,Synthetic_rock,Generated_Riff_37,5.0,True
67,4,8,4,rock,Synthetic_rock,Generated_Riff_37,5.0,True
70,5,6,5,rock,Synthetic_rock,Generated_Riff_37,5.0,True
67,4,8,7,rock,Synthetic_rock,Generated_Riff_37,5.0,True
84,5,20,9,rock,Synthetic_rock,Generated_Riff_37,5.0,True
70,4,11,10,rock,Synthetic_rock,Generated_Riff_37,5.0,True
86,5,22,11,rock,Synthetic_rock,Generated_Riff_37,5.0,True
79,5,15,12,rock,Synthetic_rock,Generated_Riff_37,5.0,True
74,3,19,13,rock,Synthetic_rock,Generated_Riff_37,5.0,True
86,5,22,15,rock,Synthetic_rock,Generated_Riff_37,5.0,True
67,4,8,16,rock,Synthetic_rock,Generated_Riff_37,5.0,True
82,5,18,17,rock,Synthetic_rock,Generated_Riff_37,5.0,True
79,5,15,18,rock,Synthetic_rock,Generated_Riff_37,5.0,True
82,5,18,19,rock,Synthetic_rock,Generated_Riff_37,5.0,True
67,4,8,0,rock,Synthetic_rock,Generated_Riff_38,5.0,True
76,4,17,1,rock,Synthetic_rock,Generated_Riff_38,5.0,True
76,5,12,2,rock,Synthetic_rock,Generated_Riff_38,5.0,True
86,5,22,4,rock,Synthetic_rock,Generated_Riff_38,5.0,True
74,3,19,5,rock,Synthetic_rock,Generated_Riff_38,5.0,True
72,4,13,6,rock,Synthetic_rock,Generated_Riff_38,5.0,True
81,5,17,7,rock,Synthetic_rock,Generated_Riff_38,5.0,True
79,5,15,8,rock,Synthetic_rock,Generated_Riff_38,5.0,True
86,5,22,9,rock,Synthetic_rock,Generated_Riff_38,5.0,True
88,5,24,10,rock,Synthetic_rock,Generated_Riff_38,5.0,True
79,5,15,11,rock,Synthetic_rock,Generated_Riff_38,5.0,True
81,5,17,12,rock,Synthetic_rock,Generated_Riff_38,5.0,True
81,5,17,13,rock,Synthetic_rock,Generated_Riff_38,5.0,True
60,1,15,0,rock,Synthetic_rock,Generated_Riff_39,5.0,True
65,4,6,1,rock,Synthetic_rock,Generated_Riff_39,5.0,True
63,4,4,3,rock,Synthetic_rock,Generated_Riff_39,5.0,True
60,3,5,4,rock,Synthetic_rock,Generated_Riff_39,5.0,True
72,5,8,5,rock,Synthetic_rock,Generated_Riff_39,5.0,True
87,5,23,6,rock,Synthetic_rock,Generated_Riff_39,5.0,True
72,3,17,7,rock,Synthetic_rock,Generated_Riff_39,5.0,True
84,5,20,8,rock,Synthetic_rock,Generated_Riff_39,5.0,True
72,4,13,9,rock,Synthetic_rock,Generated_Riff_39,5.0,True
70,5,6,10,rock,Synthetic_rock,Generated_Riff_39,5.0,True
72,5,8,11,rock,Synthetic_rock,Generated_Riff_39,5.0,True
77,5,13,12,rock,Synthetic_rock,Generated_Riff_39,5.0,True
77,5,13,13,rock,Synthetic_rock,Generated_Riff_39,5.0,True
87,5,23,14,rock,Synthetic_rock,Generated_Riff_39,5.0,True
66,4,7,0,rock,Synthetic_rock,Generated_Riff_40,5.0,True
87,5,23,1,rock,Synthetic_rock,Generated_Riff_40,5.0,True
73,5,9,2,rock,Synthetic_rock,Generated_Riff_40,5.0,True
69,5,5,3,rock,Synthetic_rock,Generated_Riff_40,5.0,True
88,5,24,4,rock,Synthetic_rock,Generated_Riff_40,5.0,True
88,5,24,5,rock,Synthetic_rock,Generated_Riff_40,5.0,True
64,3,9,8,rock,Synthetic_rock,Generated_Riff_40,5.0,True
83,5,19,10,rock,Synthetic_rock,Generated_Riff_40,5.0,True
68,2,18,11,rock,Synthetic_rock,Generated_Riff_40,5.0,True
78,4,19,13,rock,Synthetic_rock,Generated_Riff_40,5.0,True
86,5,22,0,rock,Synthetic_rock,Generated_Riff_41,5.0,True
79,5,15,1,rock,Synthetic_rock,Generated_Riff_41,5.0,True
84,5,20,3,rock,Synthetic_rock,Generated_Riff_41,5.0,True
83,5,19,4,rock,Synthetic_rock,Generated_Riff_41,5.0,True
65,3,10,6,rock,Synthetic_rock,Generated_Riff_41,5.0,True
79,5,15,7,rock,Synthetic_rock,Generated_Riff_41,5.0,True
79,5,15,8,rock,Synthetic_rock,Generated_Riff_41,5.0,True
62,3,7,9,rock,Synthetic_rock,Generated_Riff_41,5.0,True
67,4,8,10,rock,Synthetic_rock,Generated_Riff_41,5.0,True
79,5,15,11,rock,Synthetic_rock,Generated_Riff_41,5.0,True
71,5,7,1,rock,Synthetic_rock,Generated_Riff_42,5.0,True
88,5,24,2,rock,Synthetic_rock,Generated_Riff_42,5.0,True
73,5,9,3,rock,Synthetic_rock,Generated_Riff_42,5.0,True
66,4,7,4,rock,Synthetic_rock,Generated_Riff_42,5.0,True
74,4,15,5,rock,Synthetic_rock,Generated_Riff_42,5.0,True
64,2,14,6,rock,Synthetic_rock,Generated_Riff_42,5.0,True
78,5,14,7,rock,Synthetic_rock,Generated_Riff_42,5.0,True
71,4,12,8,rock,Synthetic_rock,Generated_Riff_42,5.0,True
76,5,12,9,rock,Synthetic_rock,Generated_Riff_42,5.0,True
69,5,5,10,rock,Synthetic_rock,Generated_Riff_42,5.0,True
73,5,9,12,rock,Synthetic_rock,Generated_Riff_42,5.0,True
88,5,24,1,rock,Synthetic_rock,Generated_Riff_43,5.0,True
88,5,24,2,rock,Synthetic_rock,Generated_Riff_43,5.0,True
71,5,7,3,rock,Synthetic_rock,Generated_Riff_43,5.0,True
81,5,17,4,rock,Synthetic_rock,Generated_Riff_43,5.0,True
78,5,14,5,rock,Synthetic_rock,Generated_Riff_43,5.0,True
81,5,17,6,rock,Synthetic_rock,Generated_Riff_43,5.0,True
88,5,24,7,rock,Synthetic_rock,Generated_Riff_43,5.0,True
69,2,19,9,rock,Synthetic_rock,Generated_Riff_43,5.0,True
76,4,17,10,rock,Synthetic_rock,Generated_Riff_43,5.0,True
76,4,17,12,rock,Synthetic_rock,Generated_Riff_43,5.0,True
85,5,21,1,jazz,Synthetic_jazz,Generated_Riff_0,5.0,True
78,3,23,2,jazz,Synthetic_jazz,Generated_Riff_0,5.0,True
70,2,20,3,jazz,Synthetic_jazz,Generated_Riff_0,5.0,True
78,4,19,4,jazz,Synthetic_jazz,Generated_Riff_0,5.0,True
78,4,19,5,jazz,Synthetic_jazz,Generated_Riff_0,5.0,True
85,5,21,6,jazz,Synthetic_jazz,Generated_Riff_0,5.0,True
74,3,19,9,jazz,Synthetic_jazz,Generated_Riff_0,5.0,True
70,2,20,10,jazz,Synthetic_jazz,Generated_Riff_0,5.0,True
78,3,23,11,jazz,Synthetic_jazz,Generated_Riff_0,5.0,True
76,3,21,15,jazz,Synthetic_jazz,Generated_Riff_0,5.0,True
77,4,18,0,jazz,Synthetic_jazz,Generated_Riff_1,5.0,True
67,2,17,6,jazz,Synthetic_jazz,Generated_Riff_1,5.0,True
80,4,21,7,jazz,Synthetic_jazz,Generated_Riff_1,5.0,True
82,5,18,8,jazz,Synthetic_jazz,Generated_Riff_1,5.0,True
75,5,11,10,jazz,Synthetic_jazz,Generated_Riff_1,5.0,True
65,3,10,11,jazz,Synthetic_jazz,Generated_Riff_1,5.0,True
79,5,15,12,jazz,Synthetic_jazz,Generated_Riff_1,5.0,True
73,4,14,14,jazz,Synthetic_jazz,Generated_Riff_1,5.0,True
85,5,21,15,jazz,Synthetic_jazz,Generated_Riff_1,5.0,True
81,5,17,0,jazz,Synthetic_jazz,Generated_Riff_2,5.0,True
73,4,14,1,jazz,Synthetic_jazz,Generated_Riff_2,5.0,True
87,5,23,3,jazz,Synthetic_jazz,Generated_Riff_2,5.0,True
76,4,17,4,jazz,Synthetic_jazz,Generated_Riff_2,5.0,True
70,4,11,5,jazz,Synthetic_jazz,Generated_Riff_2,5.0,True
76,5,12,6,jazz,Synthetic_jazz,Generated_Riff_2,5.0,True
70,4,11,7,jazz,Synthetic_jazz,Generated_Riff_2,5.0,True
78,5,14,8,jazz,Synthetic_jazz,Generated_Riff_2,5.0,True
72,4,13,11,jazz,Synthetic_jazz,Generated_Riff_2,5.0,True
67,3,12,1,jazz,Synthetic_jazz,Generated_Riff_3,5.0,True
67,2,17,3,jazz,Synthetic_jazz,Generated_Riff_3,5.0,True
76,3,21,4,jazz,Synthetic_jazz,Generated_Riff_3,5.0,True
83,4,24,6,jazz,Synthetic_jazz,Generated_Riff_3,5.0,True
81,4,22,7,jazz,Synthetic_jazz,Generated_Riff_3,5.0,True
74,2,24,8,jazz,Synthetic_jazz,Generated_Riff_3,5.0,True
78,4,19,10,jazz,Synthetic_jazz,Generated_Riff_3,5.0,True
67,5,3,12,jazz,Synthetic_jazz,Generated_Riff_3,5.0,True
85,5,21,0,jazz,Synthetic_jazz,Generated_Riff_4,5.0,True
77,5,13,1,jazz,Synthetic_jazz,Generated_Riff_4,5.0,True
85,5,21,2,jazz,Synthetic_jazz,Generated_Riff_4,5.0,True
83,4,24,4,jazz,Synthetic_jazz,Generated_Riff_4,5.0,True
73,4,14,6,jazz,Synthetic_jazz,Generated_Riff_4,5.0,True
67,3,12,8,jazz,Synthetic_jazz,Generated_Riff_4,5.0,True
67,2,17,9,jazz,Synthetic_jazz,Generated_Riff_4,5.0,True
79,3,24,11,jazz,Synthetic_jazz,Generated_Riff_4,5.0,True
80,5,16,13,jazz,Synthetic_jazz,Generated_Riff_4,5.0,True
76,5,12,0,jazz,Synthetic_jazz,Generated_Riff_5,5.0,True
71,5,7,1,jazz,Synthetic_jazz,Generated_Riff_5,5.0,True
77,5,13,3,jazz,Synthetic_jazz,Generated_Riff_5,5.0,True
86,5,22,8,jazz,Synthetic_jazz,Generated_Riff_5,5.0,True
74,5,10,13,jazz,Synthetic_jazz,Generated_Riff_5,5.0,True
83,4,24,14,jazz,Synthetic_jazz,Generated_Riff_5,5.0,True
74,2,24,15,jazz,Synthetic_jazz,Generated_Riff_5,5.0,True
77,5,13,17,jazz,Synthetic_jazz,Generated_Riff_5,5.0,True
74,5,10,18,jazz,Synthetic_jazz,Generated_Riff_5,5.0,True
72,4,13,0,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
67,3,12,1,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
70,4,11,4,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
70,4,11,6,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
70,5,6,7,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
80,5,16,8,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
75,4,16,9,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
87,5,23,10,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
82,4,23,11,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
74,2,24,12,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
70,2,20,13,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
84,5,20,14,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
65,1,20,15,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
63,0,23,16,jazz,Synthetic_jazz,Generated_Riff_6,5.0,True
75,5,11,0,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
75,5,11,1,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
80,5,16,2,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
68,3,13,4,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
82,5,18,5,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
67,2,17,7,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
75,3,20,8,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
77,5,13,9,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
87,5,23,11,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
85,5,21,14,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
73,3,18,15,jazz,Synthetic_jazz,Generated_Riff_7,5.0,True
88,5,24,0,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
74,3,19,1,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
73,3,18,3,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
88,5,24,4,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
83,5,19,5,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
78,5,14,10,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
88,5,24,12,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
74,2,24,14,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
78,4,19,15,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
76,3,21,16,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
80,4,21,18,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
70,5,6,19,jazz,Synthetic_jazz,Generated_Riff_8,5.0,True
68,4,9,0,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
80,5,16,1,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
87,5,23,2,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
83,5,19,3,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
66,1,21,4,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
83,4,24,5,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
84,5,20,6,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
63,1,18,7,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
84,5,20,8,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
66,1,21,10,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
87,5,23,13,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
77,4,18,15,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
69,3,14,16,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
83,5,19,18,jazz,Synthetic_jazz,Generated_Riff_9,5.0,True
67,2,17,0,jazz,Synthetic_jazz,Generated_Riff_10,5.0,True
79,4,20,2,jazz,Synthetic_jazz,Generated_Riff_10,5.0,True
67,1,22,3,jazz,Synthetic_jazz,Generated_Riff_10,5.0,True
79,5,15,4,jazz,Synthetic_jazz,Generated_Riff_10,5.0,True
87,5,23,5,jazz,Synthetic_jazz,Generated_Riff_10,5.0,True
84,5,20,7,jazz,Synthetic_jazz,Generated_Riff_10,5.0,True
82,5,18,9,jazz,Synthetic_jazz,Generated_Riff_10,5.0,True
87,5,23,10,jazz,Synthetic_jazz,Generated_Riff_10,5.0,True
85,5,21,12,jazz,Synthetic_jazz,Generated_Riff_10,5.0,True
79,5,15,14,jazz,Synthetic_jazz,Generated_Riff_10,5.0,True
83,5,19,0,jazz,Synthetic_jazz,Generated_Riff_11,5.0,True
63,2,13,1,jazz,Synthetic_jazz,Generated_Riff_11,5.0,True
81,5,17,2,jazz,Synthetic_jazz,Generated_Riff_11,5.0,True
69,5,5,3,jazz,Synthetic_jazz,Generated_Riff_11,5.0,True
72,3,17,5,jazz,Synthetic_jazz,Generated_Riff_11,5.0,True
68,3,13,6,jazz,Synthetic_jazz,Generated_Riff_11,5.0,True
83,5,19,7,jazz,Synthetic_jazz,Generated_Riff_11,5.0,True
80,5,16,8,jazz,Synthetic_jazz,Generated_Riff_11,5.0,True
81,5,17,11,jazz,Synthetic_jazz,Generated_Riff_11,5.0,True
72,3,17,1,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
86,5,22,2,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
72,3,17,3,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
80,5,16,4,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
72,4,13,5,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
84,5,20,6,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
67,3,12,8,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
68,3,13,9,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
70,4,11,10,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
75,4,16,12,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
84,5,20,14,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
75,4,16,18,jazz,Synthetic_jazz,Generated_Riff_12,5.0,True
70,3,15,0,jazz,Synthetic_jazz,Generated_Riff_13,5.0,True
70,2,20,1,jazz,Synthetic_jazz,Generated_Riff_13,5.0,True
81,5,17,3,jazz,Synthetic_jazz,Generated_Riff_13,5.0,True
74,4,15,4,jazz,Synthetic_jazz,Generated_Riff_13,5.0,True
76,5,12,6,jazz,Synthetic_jazz,Generated_Riff_13,5.0,True
72,4,13,8,jazz,Synthetic_jazz,Generated_Riff_13,5.0,True
77,5,13,12,jazz,Synthetic_jazz,Generated_Riff_13,5.0,True
82,4,23,13,jazz,Synthetic_jazz,Generated_Riff_13,5.0,True
88,5,24,14,jazz,Synthetic_jazz,Generated_Riff_13,5.0,True
82,5,18,0,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
80,4,21,1,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
66,3,11,2,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
85,5,21,3,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
60,0,20,4,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
87,5,23,5,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
82,5,18,6,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
80,5,16,7,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
82,5,18,9,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
73,4,14,10,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
72,2,22,11,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
84,5,20,12,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
80,5,16,13,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
61,2,11,14,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
84,5,20,15,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
87,5,23,16,jazz,Synthetic_jazz,Generated_Riff_14,5.0,True
72,4,13,1,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
70,4,11,2,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
79,5,15,3,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
86,5,22,4,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
65,1,20,5,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
87,5,23,7,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
84,5,20,9,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
77,4,18,10,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
74,5,10,11,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
67,4,8,12,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
84,5,20,13,jazz,Synthetic_jazz,Generated_Riff_15,5.0,True
74,2,24,0,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
62,2,12,1,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
76,5,12,2,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
69,3,14,3,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
67,3,12,4,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
77,5,13,5,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
79,5,15,6,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
76,5,12,7,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
79,5,15,8,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
67,2,17,9,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
79,5,15,12,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
67,3,12,13,jazz,Synthetic_jazz,Generated_Riff_16,5.0,True
70,3,15,3,jazz,Synthetic_jazz,Generated_Riff_17,5.0,True
77,4,18,4,jazz,Synthetic_jazz,Generated_Riff_17,5.0,True
82,4,23,6,jazz,Synthetic_jazz,Generated_Riff_17,5.0,True
69,1,24,7,jazz,Synthetic_jazz,Generated_Riff_17,5.0,True
84,5,20,8,jazz,Synthetic_jazz,Generated_Riff_17,5.0,True
77,5,13,10,jazz,Synthetic_jazz,Generated_Riff_17,5.0,True
69,4,10,11,jazz,Synthetic_jazz,Generated_Riff_17,5.0,True
81,4,22,0,jazz,Synthetic_jazz,Generated_Riff_18,5.0,True
74,3,19,2,jazz,Synthetic_jazz,Generated_Riff_18,5.0,True
69,3,14,3,jazz,Synthetic_jazz,Generated_Riff_18,5.0,True
65,3,10,4,jazz,Synthetic_jazz,Generated_Riff_18,5.0,True
71,4,12,5,jazz,Synthetic_jazz,Generated_Riff_18,5.0,True
84,5,20,8,jazz,Synthetic_jazz,Generated_Riff_18,5.0,True
84,5,20,10,jazz,Synthetic_jazz,Generated_Riff_18,5.0,True
63,4,4,14,jazz,Synthetic_jazz,Generated_Riff_18,5.0,True
81,5,17,17,jazz,Synthetic_jazz,Generated_Riff_18,5.0,True
84,5,20,0,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
79,5,15,4,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
68,3,13,5,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
77,5,13,7,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
79,5,15,8,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
67,3,12,9,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
86,5,22,10,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
86,5,22,12,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
82,5,18,13,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
84,5,20,14,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
70,4,11,15,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
74,5,10,16,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
67,4,8,17,jazz,Synthetic_jazz,Generated_Riff_19,5.0,True
81,5,17,0,jazz,Synthetic_jazz,Generated_Riff_20,5.0,True
78,5,14,1,jazz,Synthetic_jazz,Generated_Riff_20,5.0,True
79,5,15,7,jazz,Synthetic_jazz,Generated_Riff_20,5.0,True
78,4,19,8,jazz,Synthetic_jazz,Generated_Riff_20,5.0,True
82,5,18,10,jazz,Synthetic_jazz,Generated_Riff_20,5.0,True
76,4,17,11,jazz,Synthetic_jazz,Generated_Riff_20,5.0,True
76,4,17,12,jazz,Synthetic_jazz,Generated_Riff_20,5.0,True
81,4,22,1,jazz,Synthetic_jazz,Generated_Riff_21,5.0,True
86,5,22,3,jazz,Synthetic_jazz,Generated_Riff_21,5.0,True
79,4,20,4,jazz,Synthetic_jazz,Generated_Riff_21,5.0,True
82,5,18,5,jazz,Synthetic_jazz,Generated_Riff_21,5.0,True
65,3,10,6,jazz,Synthetic_jazz,Generated_Riff_21,5.0,True
