2025-04-08 18:46:58,568 - __main__ - INFO - Starting batch processing from F:\newrepos\olitunes\guitarset_training_data to F:\newrepos\olitunes\processed_guitarset_data
2025-04-08 18:50:47,244 - __main__ - INFO - Starting batch processing from F:/newrepos/olitunes/backend/data/guitarset_training_data to F:/newrepos/olitunes/processed_guitarset_data
2025-04-08 18:50:47,244 - __main__ - INFO - Processing complete!
2025-04-08 18:50:47,246 - __main__ - INFO - Processed 0/0 batches
2025-04-08 18:50:47,246 - __main__ - INFO - Total examples: 0
2025-04-08 18:50:47,246 - __main__ - INFO - Original size: 0.00 GB
2025-04-08 18:50:47,246 - __main__ - INFO - Compressed size: 0.00 GB
2025-04-08 18:50:47,247 - __main__ - INFO - Compression ratio: 0.00x
2025-04-08 18:50:47,257 - __main__ - INFO - Space saved: 0.00 GB
2025-04-08 18:51:36,563 - __main__ - INFO - Starting batch processing from F:/newrepos/olitunes/backend/data/guitarset_training_data to F:/newrepos/olitunes/processed_guitarset_data
2025-04-08 18:51:36,686 - __main__ - INFO - Processing batch chunk 1/115 (10 batches)
2025-04-08 19:01:36,804 - __mp_main__ - WARNING - Failed to load data from batch_544, skipping
2025-04-08 19:01:36,809 - __mp_main__ - WARNING - Failed to load data from batch_545, skipping
2025-04-08 19:01:36,815 - __mp_main__ - WARNING - Failed to load data from batch_546, skipping
2025-04-08 19:01:36,819 - __mp_main__ - WARNING - Failed to load data from batch_547, skipping
2025-04-08 19:01:36,824 - __mp_main__ - WARNING - Failed to load data from batch_548, skipping
2025-04-08 19:01:36,827 - __mp_main__ - WARNING - Failed to load data from batch_549, skipping
2025-04-08 19:01:38,302 - __main__ - INFO - Processing batch chunk 56/115 (10 batches)
2025-04-08 19:01:47,156 - __mp_main__ - WARNING - Failed to load data from batch_550, skipping
2025-04-08 19:01:47,161 - __mp_main__ - WARNING - Failed to load data from batch_551, skipping
2025-04-08 19:01:47,164 - __mp_main__ - WARNING - Failed to load data from batch_552, skipping
2025-04-08 19:01:47,167 - __mp_main__ - WARNING - Failed to load data from batch_553, skipping
2025-04-08 19:01:47,170 - __mp_main__ - WARNING - Failed to load data from batch_554, skipping
2025-04-08 19:01:47,173 - __mp_main__ - WARNING - Failed to load data from batch_555, skipping
2025-04-08 19:01:47,177 - __mp_main__ - WARNING - Failed to load data from batch_556, skipping
2025-04-08 19:01:47,180 - __mp_main__ - WARNING - Failed to load data from batch_557, skipping
2025-04-08 19:01:47,184 - __mp_main__ - WARNING - Failed to load data from batch_558, skipping
2025-04-08 19:01:47,186 - __mp_main__ - WARNING - Failed to load data from batch_559, skipping
2025-04-08 19:01:48,995 - __main__ - INFO - Processing batch chunk 57/115 (10 batches)
2025-04-08 19:01:58,195 - __mp_main__ - WARNING - Failed to load data from batch_560, skipping
2025-04-08 19:01:58,200 - __mp_main__ - WARNING - Failed to load data from batch_561, skipping
2025-04-08 19:01:58,204 - __mp_main__ - WARNING - Failed to load data from batch_562, skipping
2025-04-08 19:01:58,218 - __mp_main__ - WARNING - Failed to load data from batch_563, skipping
2025-04-08 19:01:58,222 - __mp_main__ - WARNING - Failed to load data from batch_564, skipping
2025-04-08 19:01:58,228 - __mp_main__ - WARNING - Failed to load data from batch_565, skipping
2025-04-08 19:01:58,234 - __mp_main__ - WARNING - Failed to load data from batch_566, skipping
2025-04-08 19:01:58,244 - __mp_main__ - WARNING - Failed to load data from batch_567, skipping
2025-04-08 19:01:58,249 - __mp_main__ - WARNING - Failed to load data from batch_568, skipping
2025-04-08 19:01:58,252 - __mp_main__ - WARNING - Failed to load data from batch_569, skipping
2025-04-08 19:01:59,892 - __main__ - INFO - Processing batch chunk 58/115 (10 batches)
2025-04-08 19:02:08,979 - __mp_main__ - WARNING - Failed to load data from batch_570, skipping
2025-04-08 19:02:08,984 - __mp_main__ - WARNING - Failed to load data from batch_571, skipping
2025-04-08 19:02:08,987 - __mp_main__ - WARNING - Failed to load data from batch_572, skipping
2025-04-08 19:02:08,990 - __mp_main__ - WARNING - Failed to load data from batch_573, skipping
2025-04-08 19:02:08,993 - __mp_main__ - WARNING - Failed to load data from batch_574, skipping
2025-04-08 19:02:08,996 - __mp_main__ - WARNING - Failed to load data from batch_575, skipping
2025-04-08 19:02:08,999 - __mp_main__ - WARNING - Failed to load data from batch_576, skipping
2025-04-08 19:02:09,002 - __mp_main__ - WARNING - Failed to load data from batch_577, skipping
2025-04-08 19:02:09,005 - __mp_main__ - WARNING - Failed to load data from batch_578, skipping
2025-04-08 19:02:09,008 - __mp_main__ - WARNING - Failed to load data from batch_579, skipping
2025-04-08 19:02:10,563 - __main__ - INFO - Processing batch chunk 59/115 (10 batches)
2025-04-08 19:02:19,784 - __mp_main__ - WARNING - Failed to load data from batch_580, skipping
2025-04-08 19:02:19,787 - __mp_main__ - WARNING - Failed to load data from batch_581, skipping
2025-04-08 19:02:19,790 - __mp_main__ - WARNING - Failed to load data from batch_582, skipping
2025-04-08 19:02:19,793 - __mp_main__ - WARNING - Failed to load data from batch_583, skipping
2025-04-08 19:02:19,796 - __mp_main__ - WARNING - Failed to load data from batch_584, skipping
2025-04-08 19:02:19,798 - __mp_main__ - WARNING - Failed to load data from batch_585, skipping
2025-04-08 19:02:19,802 - __mp_main__ - WARNING - Failed to load data from batch_586, skipping
2025-04-08 19:02:19,804 - __mp_main__ - WARNING - Failed to load data from batch_587, skipping
2025-04-08 19:02:19,807 - __mp_main__ - WARNING - Failed to load data from batch_588, skipping
2025-04-08 19:02:19,809 - __mp_main__ - WARNING - Failed to load data from batch_589, skipping
2025-04-08 19:02:21,246 - __main__ - INFO - Processing batch chunk 60/115 (10 batches)
2025-04-08 19:02:30,291 - __mp_main__ - WARNING - Failed to load data from batch_590, skipping
2025-04-08 19:02:30,296 - __mp_main__ - WARNING - Failed to load data from batch_591, skipping
2025-04-08 19:02:30,300 - __mp_main__ - WARNING - Failed to load data from batch_592, skipping
2025-04-08 19:02:30,303 - __mp_main__ - WARNING - Failed to load data from batch_593, skipping
2025-04-08 19:02:30,308 - __mp_main__ - WARNING - Failed to load data from batch_594, skipping
2025-04-08 19:02:30,311 - __mp_main__ - WARNING - Failed to load data from batch_595, skipping
2025-04-08 19:02:30,314 - __mp_main__ - WARNING - Failed to load data from batch_596, skipping
2025-04-08 19:02:30,318 - __mp_main__ - WARNING - Failed to load data from batch_597, skipping
2025-04-08 19:02:30,322 - __mp_main__ - WARNING - Failed to load data from batch_598, skipping
2025-04-08 19:02:30,325 - __mp_main__ - WARNING - Failed to load data from batch_599, skipping
2025-04-08 19:02:31,988 - __main__ - INFO - Processing batch chunk 61/115 (10 batches)
2025-04-08 19:02:41,092 - __mp_main__ - WARNING - Failed to load data from batch_600, skipping
2025-04-08 19:02:41,095 - __mp_main__ - WARNING - Failed to load data from batch_601, skipping
2025-04-08 19:02:41,098 - __mp_main__ - WARNING - Failed to load data from batch_602, skipping
2025-04-08 19:02:41,101 - __mp_main__ - WARNING - Failed to load data from batch_603, skipping
2025-04-08 19:02:41,103 - __mp_main__ - WARNING - Failed to load data from batch_604, skipping
2025-04-08 19:02:41,106 - __mp_main__ - WARNING - Failed to load data from batch_605, skipping
2025-04-08 19:02:41,109 - __mp_main__ - WARNING - Failed to load data from batch_606, skipping
2025-04-08 19:02:41,112 - __mp_main__ - WARNING - Failed to load data from batch_607, skipping
2025-04-08 19:02:41,115 - __mp_main__ - WARNING - Failed to load data from batch_608, skipping
2025-04-08 19:02:41,118 - __mp_main__ - WARNING - Failed to load data from batch_609, skipping
2025-04-08 19:02:42,647 - __main__ - INFO - Processing batch chunk 62/115 (10 batches)
2025-04-08 19:02:51,135 - __mp_main__ - WARNING - Failed to load data from batch_610, skipping
2025-04-08 19:02:51,138 - __mp_main__ - WARNING - Failed to load data from batch_611, skipping
2025-04-08 19:02:51,140 - __mp_main__ - WARNING - Failed to load data from batch_612, skipping
2025-04-08 19:02:51,143 - __mp_main__ - WARNING - Failed to load data from batch_613, skipping
2025-04-08 19:02:51,146 - __mp_main__ - WARNING - Failed to load data from batch_614, skipping
2025-04-08 19:02:51,151 - __mp_main__ - WARNING - Failed to load data from batch_615, skipping
2025-04-08 19:02:51,153 - __mp_main__ - WARNING - Failed to load data from batch_616, skipping
2025-04-08 19:02:51,157 - __mp_main__ - WARNING - Failed to load data from batch_617, skipping
2025-04-08 19:02:51,161 - __mp_main__ - WARNING - Failed to load data from batch_618, skipping
2025-04-08 19:02:51,163 - __mp_main__ - WARNING - Failed to load data from batch_619, skipping
2025-04-08 19:02:52,903 - __main__ - INFO - Processing batch chunk 63/115 (10 batches)
2025-04-08 19:03:01,632 - __mp_main__ - WARNING - Failed to load data from batch_620, skipping
2025-04-08 19:03:01,634 - __mp_main__ - WARNING - Failed to load data from batch_621, skipping
2025-04-08 19:03:01,639 - __mp_main__ - WARNING - Failed to load data from batch_622, skipping
2025-04-08 19:03:01,642 - __mp_main__ - WARNING - Failed to load data from batch_623, skipping
2025-04-08 19:03:01,643 - __mp_main__ - WARNING - Failed to load data from batch_624, skipping
2025-04-08 19:03:01,647 - __mp_main__ - WARNING - Failed to load data from batch_625, skipping
2025-04-08 19:03:01,649 - __mp_main__ - WARNING - Failed to load data from batch_626, skipping
2025-04-08 19:03:01,653 - __mp_main__ - WARNING - Failed to load data from batch_627, skipping
2025-04-08 19:03:01,656 - __mp_main__ - WARNING - Failed to load data from batch_628, skipping
2025-04-08 19:03:01,659 - __mp_main__ - WARNING - Failed to load data from batch_629, skipping
2025-04-08 19:03:03,172 - __main__ - INFO - Processing batch chunk 64/115 (10 batches)
2025-04-08 19:03:11,914 - __mp_main__ - WARNING - Failed to load data from batch_630, skipping
2025-04-08 19:03:11,918 - __mp_main__ - WARNING - Failed to load data from batch_631, skipping
2025-04-08 19:03:11,920 - __mp_main__ - WARNING - Failed to load data from batch_632, skipping
2025-04-08 19:03:11,925 - __mp_main__ - WARNING - Failed to load data from batch_633, skipping
2025-04-08 19:03:11,927 - __mp_main__ - WARNING - Failed to load data from batch_634, skipping
2025-04-08 19:03:11,930 - __mp_main__ - WARNING - Failed to load data from batch_635, skipping
2025-04-08 19:03:11,934 - __mp_main__ - WARNING - Failed to load data from batch_637, skipping
2025-04-08 19:03:11,935 - __mp_main__ - WARNING - Failed to load data from batch_636, skipping
2025-04-08 19:03:11,936 - __mp_main__ - WARNING - Failed to load data from batch_638, skipping
2025-04-08 19:03:11,937 - __mp_main__ - WARNING - Failed to load data from batch_639, skipping
2025-04-08 19:03:13,432 - __main__ - INFO - Processing batch chunk 65/115 (10 batches)
2025-04-08 19:03:22,289 - __mp_main__ - WARNING - Failed to load data from batch_640, skipping
2025-04-08 19:03:22,292 - __mp_main__ - WARNING - Failed to load data from batch_641, skipping
2025-04-08 19:03:22,295 - __mp_main__ - WARNING - Failed to load data from batch_642, skipping
2025-04-08 19:03:22,297 - __mp_main__ - WARNING - Failed to load data from batch_643, skipping
2025-04-08 19:03:22,300 - __mp_main__ - WARNING - Failed to load data from batch_644, skipping
2025-04-08 19:03:22,303 - __mp_main__ - WARNING - Failed to load data from batch_645, skipping
2025-04-08 19:03:22,307 - __mp_main__ - WARNING - Failed to load data from batch_646, skipping
2025-04-08 19:03:22,311 - __mp_main__ - WARNING - Failed to load data from batch_647, skipping
2025-04-08 19:03:22,313 - __mp_main__ - WARNING - Failed to load data from batch_648, skipping
2025-04-08 19:03:22,317 - __mp_main__ - WARNING - Failed to load data from batch_649, skipping
2025-04-08 19:03:23,953 - __main__ - INFO - Processing batch chunk 66/115 (10 batches)
2025-04-08 19:03:33,027 - __mp_main__ - WARNING - Failed to load data from batch_650, skipping
2025-04-08 19:03:33,031 - __mp_main__ - WARNING - Failed to load data from batch_651, skipping
2025-04-08 19:03:33,033 - __mp_main__ - WARNING - Failed to load data from batch_652, skipping
2025-04-08 19:03:33,036 - __mp_main__ - WARNING - Failed to load data from batch_653, skipping
2025-04-08 19:03:33,040 - __mp_main__ - WARNING - Failed to load data from batch_654, skipping
2025-04-08 19:03:33,043 - __mp_main__ - WARNING - Failed to load data from batch_655, skipping
2025-04-08 19:03:33,045 - __mp_main__ - WARNING - Failed to load data from batch_656, skipping
2025-04-08 19:03:33,048 - __mp_main__ - WARNING - Failed to load data from batch_657, skipping
2025-04-08 19:03:33,051 - __mp_main__ - WARNING - Failed to load data from batch_658, skipping
2025-04-08 19:03:33,055 - __mp_main__ - WARNING - Failed to load data from batch_659, skipping
2025-04-08 19:03:34,660 - __main__ - INFO - Processing batch chunk 67/115 (10 batches)
2025-04-08 19:03:44,947 - __mp_main__ - WARNING - Failed to load data from batch_660, skipping
2025-04-08 19:03:44,950 - __mp_main__ - WARNING - Failed to load data from batch_661, skipping
2025-04-08 19:03:44,952 - __mp_main__ - WARNING - Failed to load data from batch_662, skipping
2025-04-08 19:03:44,956 - __mp_main__ - WARNING - Failed to load data from batch_663, skipping
2025-04-08 19:03:44,960 - __mp_main__ - WARNING - Failed to load data from batch_664, skipping
2025-04-08 19:03:44,963 - __mp_main__ - WARNING - Failed to load data from batch_665, skipping
2025-04-08 19:03:44,967 - __mp_main__ - WARNING - Failed to load data from batch_666, skipping
2025-04-08 19:03:44,970 - __mp_main__ - WARNING - Failed to load data from batch_667, skipping
2025-04-08 19:03:44,974 - __mp_main__ - WARNING - Failed to load data from batch_668, skipping
2025-04-08 19:03:44,977 - __mp_main__ - WARNING - Failed to load data from batch_669, skipping
2025-04-08 19:03:46,648 - __main__ - INFO - Processing batch chunk 68/115 (10 batches)
2025-04-08 19:03:55,937 - __mp_main__ - WARNING - Failed to load data from batch_670, skipping
2025-04-08 19:03:55,940 - __mp_main__ - WARNING - Failed to load data from batch_671, skipping
2025-04-08 19:03:55,942 - __mp_main__ - WARNING - Failed to load data from batch_672, skipping
2025-04-08 19:03:55,946 - __mp_main__ - WARNING - Failed to load data from batch_673, skipping
2025-04-08 19:03:55,950 - __mp_main__ - WARNING - Failed to load data from batch_674, skipping
2025-04-08 19:03:55,952 - __mp_main__ - WARNING - Failed to load data from batch_675, skipping
2025-04-08 19:03:55,955 - __mp_main__ - WARNING - Failed to load data from batch_676, skipping
2025-04-08 19:03:55,959 - __mp_main__ - WARNING - Failed to load data from batch_678, skipping
2025-04-08 19:03:55,959 - __mp_main__ - WARNING - Failed to load data from batch_677, skipping
2025-04-08 19:03:55,962 - __mp_main__ - WARNING - Failed to load data from batch_679, skipping
2025-04-08 19:03:57,615 - __main__ - INFO - Processing batch chunk 69/115 (10 batches)
2025-04-08 19:04:06,823 - __mp_main__ - WARNING - Failed to load data from batch_680, skipping
2025-04-08 19:04:06,827 - __mp_main__ - WARNING - Failed to load data from batch_681, skipping
2025-04-08 19:04:06,830 - __mp_main__ - WARNING - Failed to load data from batch_682, skipping
2025-04-08 19:04:06,832 - __mp_main__ - WARNING - Failed to load data from batch_683, skipping
2025-04-08 19:04:06,836 - __mp_main__ - WARNING - Failed to load data from batch_684, skipping
2025-04-08 19:04:06,838 - __mp_main__ - WARNING - Failed to load data from batch_685, skipping
2025-04-08 19:04:06,842 - __mp_main__ - WARNING - Failed to load data from batch_686, skipping
2025-04-08 19:04:06,845 - __mp_main__ - WARNING - Failed to load data from batch_687, skipping
2025-04-08 19:04:06,848 - __mp_main__ - WARNING - Failed to load data from batch_688, skipping
2025-04-08 19:04:06,850 - __mp_main__ - WARNING - Failed to load data from batch_689, skipping
2025-04-08 19:04:08,261 - __main__ - INFO - Processing batch chunk 70/115 (10 batches)
2025-04-08 19:04:17,083 - __mp_main__ - WARNING - Failed to load data from batch_690, skipping
2025-04-08 19:04:17,086 - __mp_main__ - WARNING - Failed to load data from batch_691, skipping
2025-04-08 19:04:17,090 - __mp_main__ - WARNING - Failed to load data from batch_692, skipping
2025-04-08 19:04:17,093 - __mp_main__ - WARNING - Failed to load data from batch_693, skipping
2025-04-08 19:04:17,096 - __mp_main__ - WARNING - Failed to load data from batch_694, skipping
2025-04-08 19:04:17,098 - __mp_main__ - WARNING - Failed to load data from batch_695, skipping
2025-04-08 19:04:17,102 - __mp_main__ - WARNING - Failed to load data from batch_696, skipping
2025-04-08 19:04:17,105 - __mp_main__ - WARNING - Failed to load data from batch_697, skipping
2025-04-08 19:04:17,108 - __mp_main__ - WARNING - Failed to load data from batch_698, skipping
2025-04-08 19:04:17,111 - __mp_main__ - WARNING - Failed to load data from batch_699, skipping
2025-04-08 19:04:18,774 - __main__ - INFO - Processing batch chunk 71/115 (10 batches)
2025-04-08 19:04:28,182 - __mp_main__ - WARNING - Failed to load data from batch_700, skipping
2025-04-08 19:04:28,186 - __mp_main__ - WARNING - Failed to load data from batch_701, skipping
2025-04-08 19:04:28,189 - __mp_main__ - WARNING - Failed to load data from batch_702, skipping
2025-04-08 19:04:28,193 - __mp_main__ - WARNING - Failed to load data from batch_703, skipping
2025-04-08 19:04:28,195 - __mp_main__ - WARNING - Failed to load data from batch_704, skipping
2025-04-08 19:04:28,198 - __mp_main__ - WARNING - Failed to load data from batch_705, skipping
2025-04-08 19:04:28,202 - __mp_main__ - WARNING - Failed to load data from batch_706, skipping
2025-04-08 19:04:28,205 - __mp_main__ - WARNING - Failed to load data from batch_707, skipping
2025-04-08 19:04:28,208 - __mp_main__ - WARNING - Failed to load data from batch_708, skipping
2025-04-08 19:04:28,211 - __mp_main__ - WARNING - Failed to load data from batch_709, skipping
2025-04-08 19:04:29,755 - __main__ - INFO - Processing batch chunk 72/115 (10 batches)
2025-04-08 19:04:38,604 - __mp_main__ - WARNING - Failed to load data from batch_710, skipping
2025-04-08 19:04:38,607 - __mp_main__ - WARNING - Failed to load data from batch_711, skipping
2025-04-08 19:04:38,610 - __mp_main__ - WARNING - Failed to load data from batch_712, skipping
2025-04-08 19:04:38,613 - __mp_main__ - WARNING - Failed to load data from batch_713, skipping
2025-04-08 19:04:38,616 - __mp_main__ - WARNING - Failed to load data from batch_714, skipping
2025-04-08 19:04:38,619 - __mp_main__ - WARNING - Failed to load data from batch_715, skipping
2025-04-08 19:04:38,621 - __mp_main__ - WARNING - Failed to load data from batch_716, skipping
2025-04-08 19:04:38,624 - __mp_main__ - WARNING - Failed to load data from batch_717, skipping
2025-04-08 19:04:38,627 - __mp_main__ - WARNING - Failed to load data from batch_718, skipping
2025-04-08 19:04:38,630 - __mp_main__ - WARNING - Failed to load data from batch_719, skipping
2025-04-08 19:04:40,312 - __main__ - INFO - Processing batch chunk 73/115 (10 batches)
2025-04-08 19:04:49,183 - __mp_main__ - WARNING - Failed to load data from batch_720, skipping
2025-04-08 19:04:49,189 - __mp_main__ - WARNING - Failed to load data from batch_721, skipping
2025-04-08 19:04:49,190 - __mp_main__ - WARNING - Failed to load data from batch_722, skipping
2025-04-08 19:04:49,193 - __mp_main__ - WARNING - Failed to load data from batch_723, skipping
2025-04-08 19:04:49,196 - __mp_main__ - WARNING - Failed to load data from batch_724, skipping
2025-04-08 19:04:49,199 - __mp_main__ - WARNING - Failed to load data from batch_725, skipping
2025-04-08 19:04:49,203 - __mp_main__ - WARNING - Failed to load data from batch_726, skipping
2025-04-08 19:04:49,205 - __mp_main__ - WARNING - Failed to load data from batch_727, skipping
2025-04-08 19:04:49,208 - __mp_main__ - WARNING - Failed to load data from batch_728, skipping
2025-04-08 19:04:49,212 - __mp_main__ - WARNING - Failed to load data from batch_729, skipping
2025-04-08 19:04:50,889 - __main__ - INFO - Processing batch chunk 74/115 (10 batches)
2025-04-08 19:05:00,053 - __mp_main__ - WARNING - Failed to load data from batch_730, skipping
2025-04-08 19:05:00,057 - __mp_main__ - WARNING - Failed to load data from batch_732, skipping
2025-04-08 19:05:00,060 - __mp_main__ - WARNING - Failed to load data from batch_733, skipping
2025-04-08 19:05:00,070 - __mp_main__ - WARNING - Failed to load data from batch_734, skipping
2025-04-08 19:05:00,072 - __mp_main__ - WARNING - Failed to load data from batch_735, skipping
2025-04-08 19:05:00,074 - __mp_main__ - WARNING - Failed to load data from batch_736, skipping
2025-04-08 19:05:00,074 - __mp_main__ - WARNING - Failed to load data from batch_737, skipping
2025-04-08 19:05:00,077 - __mp_main__ - WARNING - Failed to load data from batch_738, skipping
2025-04-08 19:05:00,078 - __mp_main__ - WARNING - Failed to load data from batch_739, skipping
2025-04-08 19:05:01,403 - __main__ - INFO - Processing batch chunk 75/115 (10 batches)
2025-04-08 19:05:10,457 - __mp_main__ - WARNING - Failed to load data from batch_740, skipping
2025-04-08 19:05:10,460 - __mp_main__ - WARNING - Failed to load data from batch_741, skipping
2025-04-08 19:05:10,463 - __mp_main__ - WARNING - Failed to load data from batch_742, skipping
2025-04-08 19:05:10,465 - __mp_main__ - WARNING - Failed to load data from batch_743, skipping
2025-04-08 19:05:10,469 - __mp_main__ - WARNING - Failed to load data from batch_744, skipping
2025-04-08 19:05:10,472 - __mp_main__ - WARNING - Failed to load data from batch_745, skipping
2025-04-08 19:05:10,476 - __mp_main__ - WARNING - Failed to load data from batch_746, skipping
2025-04-08 19:05:10,479 - __mp_main__ - WARNING - Failed to load data from batch_747, skipping
2025-04-08 19:05:10,482 - __mp_main__ - WARNING - Failed to load data from batch_748, skipping
2025-04-08 19:05:10,486 - __mp_main__ - WARNING - Failed to load data from batch_749, skipping
2025-04-08 19:05:12,140 - __main__ - INFO - Processing batch chunk 76/115 (10 batches)
2025-04-08 19:05:20,962 - __mp_main__ - WARNING - Failed to load data from batch_750, skipping
2025-04-08 19:05:20,966 - __mp_main__ - WARNING - Failed to load data from batch_751, skipping
2025-04-08 19:05:20,968 - __mp_main__ - WARNING - Failed to load data from batch_752, skipping
2025-04-08 19:05:20,972 - __mp_main__ - WARNING - Failed to load data from batch_753, skipping
2025-04-08 19:05:20,974 - __mp_main__ - WARNING - Failed to load data from batch_754, skipping
2025-04-08 19:05:20,976 - __mp_main__ - WARNING - Failed to load data from batch_755, skipping
2025-04-08 19:05:20,979 - __mp_main__ - WARNING - Failed to load data from batch_756, skipping
2025-04-08 19:05:20,982 - __mp_main__ - WARNING - Failed to load data from batch_757, skipping
2025-04-08 19:05:20,986 - __mp_main__ - WARNING - Failed to load data from batch_758, skipping
2025-04-08 19:05:20,989 - __mp_main__ - WARNING - Failed to load data from batch_759, skipping
2025-04-08 19:05:22,601 - __main__ - INFO - Processing batch chunk 77/115 (10 batches)
2025-04-08 19:05:31,465 - __mp_main__ - WARNING - Failed to load data from batch_760, skipping
2025-04-08 19:05:31,467 - __mp_main__ - WARNING - Failed to load data from batch_761, skipping
2025-04-08 19:05:31,468 - __mp_main__ - WARNING - Failed to load data from batch_762, skipping
2025-04-08 19:05:31,472 - __mp_main__ - WARNING - Failed to load data from batch_763, skipping
2025-04-08 19:05:31,474 - __mp_main__ - WARNING - Failed to load data from batch_764, skipping
2025-04-08 19:05:31,478 - __mp_main__ - WARNING - Failed to load data from batch_765, skipping
2025-04-08 19:05:31,479 - __mp_main__ - WARNING - Failed to load data from batch_766, skipping
2025-04-08 19:05:31,484 - __mp_main__ - WARNING - Failed to load data from batch_767, skipping
2025-04-08 19:05:31,488 - __mp_main__ - WARNING - Failed to load data from batch_768, skipping
2025-04-08 19:05:31,490 - __mp_main__ - WARNING - Failed to load data from batch_769, skipping
2025-04-08 19:05:32,957 - __main__ - INFO - Processing batch chunk 78/115 (10 batches)
2025-04-08 19:05:41,947 - __mp_main__ - WARNING - Failed to load data from batch_770, skipping
2025-04-08 19:05:41,951 - __mp_main__ - WARNING - Failed to load data from batch_771, skipping
2025-04-08 19:05:41,953 - __mp_main__ - WARNING - Failed to load data from batch_772, skipping
2025-04-08 19:05:41,957 - __mp_main__ - WARNING - Failed to load data from batch_773, skipping
2025-04-08 19:05:41,961 - __mp_main__ - WARNING - Failed to load data from batch_774, skipping
2025-04-08 19:05:41,965 - __mp_main__ - WARNING - Failed to load data from batch_775, skipping
2025-04-08 19:05:41,968 - __mp_main__ - WARNING - Failed to load data from batch_776, skipping
2025-04-08 19:05:41,971 - __mp_main__ - WARNING - Failed to load data from batch_777, skipping
2025-04-08 19:05:41,974 - __mp_main__ - WARNING - Failed to load data from batch_778, skipping
2025-04-08 19:05:41,977 - __mp_main__ - WARNING - Failed to load data from batch_779, skipping
2025-04-08 19:05:43,556 - __main__ - INFO - Processing batch chunk 79/115 (10 batches)
2025-04-08 19:05:52,304 - __mp_main__ - WARNING - Failed to load data from batch_780, skipping
2025-04-08 19:05:52,306 - __mp_main__ - WARNING - Failed to load data from batch_781, skipping
2025-04-08 19:05:52,308 - __mp_main__ - WARNING - Failed to load data from batch_782, skipping
2025-04-08 19:05:52,312 - __mp_main__ - WARNING - Failed to load data from batch_783, skipping
2025-04-08 19:05:52,314 - __mp_main__ - WARNING - Failed to load data from batch_784, skipping
2025-04-08 19:05:52,318 - __mp_main__ - WARNING - Failed to load data from batch_785, skipping
2025-04-08 19:05:52,321 - __mp_main__ - WARNING - Failed to load data from batch_786, skipping
2025-04-08 19:05:52,324 - __mp_main__ - WARNING - Failed to load data from batch_788, skipping
2025-04-08 19:05:52,324 - __mp_main__ - WARNING - Failed to load data from batch_787, skipping
2025-04-08 19:05:52,327 - __mp_main__ - WARNING - Failed to load data from batch_789, skipping
2025-04-08 19:05:53,822 - __main__ - INFO - Processing batch chunk 80/115 (10 batches)
2025-04-08 19:06:02,948 - __mp_main__ - WARNING - Failed to load data from batch_790, skipping
2025-04-08 19:06:02,951 - __mp_main__ - WARNING - Failed to load data from batch_791, skipping
2025-04-08 19:06:02,953 - __mp_main__ - WARNING - Failed to load data from batch_792, skipping
2025-04-08 19:06:02,957 - __mp_main__ - WARNING - Failed to load data from batch_794, skipping
2025-04-08 19:06:02,957 - __mp_main__ - WARNING - Failed to load data from batch_793, skipping
2025-04-08 19:06:02,960 - __mp_main__ - WARNING - Failed to load data from batch_795, skipping
2025-04-08 19:06:02,961 - __mp_main__ - WARNING - Failed to load data from batch_796, skipping
2025-04-08 19:06:02,962 - __mp_main__ - WARNING - Failed to load data from batch_797, skipping
2025-04-08 19:06:02,963 - __mp_main__ - WARNING - Failed to load data from batch_798, skipping
2025-04-08 19:06:02,967 - __mp_main__ - WARNING - Failed to load data from batch_799, skipping
2025-04-08 19:06:04,462 - __main__ - INFO - Processing batch chunk 81/115 (10 batches)
2025-04-08 19:06:13,049 - __mp_main__ - WARNING - Failed to load data from batch_800, skipping
2025-04-08 19:06:13,053 - __mp_main__ - WARNING - Failed to load data from batch_801, skipping
2025-04-08 19:06:13,055 - __mp_main__ - WARNING - Failed to load data from batch_802, skipping
2025-04-08 19:06:13,058 - __mp_main__ - WARNING - Failed to load data from batch_803, skipping
2025-04-08 19:06:13,061 - __mp_main__ - WARNING - Failed to load data from batch_804, skipping
2025-04-08 19:06:13,064 - __mp_main__ - WARNING - Failed to load data from batch_805, skipping
2025-04-08 19:06:13,067 - __mp_main__ - WARNING - Failed to load data from batch_806, skipping
2025-04-08 19:06:13,070 - __mp_main__ - WARNING - Failed to load data from batch_807, skipping
2025-04-08 19:06:13,074 - __mp_main__ - WARNING - Failed to load data from batch_808, skipping
2025-04-08 19:06:13,076 - __mp_main__ - WARNING - Failed to load data from batch_809, skipping
2025-04-08 19:06:14,735 - __main__ - INFO - Processing batch chunk 82/115 (10 batches)
2025-04-08 19:06:23,422 - __mp_main__ - WARNING - Failed to load data from batch_810, skipping
2025-04-08 19:06:23,424 - __mp_main__ - WARNING - Failed to load data from batch_811, skipping
2025-04-08 19:06:23,428 - __mp_main__ - WARNING - Failed to load data from batch_812, skipping
2025-04-08 19:06:23,432 - __mp_main__ - WARNING - Failed to load data from batch_813, skipping
2025-04-08 19:06:23,434 - __mp_main__ - WARNING - Failed to load data from batch_814, skipping
2025-04-08 19:06:23,437 - __mp_main__ - WARNING - Failed to load data from batch_815, skipping
2025-04-08 19:06:23,441 - __mp_main__ - WARNING - Failed to load data from batch_816, skipping
